0.301960796117783	0	0
0.443137258291245	0	0
0.580392181873322	0.00392156885936856	0.00392156885936856
0.721568644046783	0.00392156885936856	0.00392156885936856
0.858823537826538	0.00784313771873713	0.00784313771873713
1	0.0117647061124444	0.0117647061124444
1	0.152941182255745	0.0117647061124444
1	0.290196090936661	0.00784313771873713
1	0.431372553110123	0.00784313771873713
1	0.572549045085907	0.00392156885936856
1	0.713725507259369	0.00392156885936856
1	0.858823537826538	0
1	1	0
0.592156887054443	0.976470589637756	0.0784313753247261
0.270588248968124	0.949019610881805	0.149019613862038
0.219607844948769	0.925490200519562	0.415686279535294
0.184313729405403	0.937254905700684	0.611764729022980
0.149019613862038	0.952941179275513	0.831372559070587
0.113725490868092	0.847058832645416	0.964705884456635
0.0862745121121407	0.658823549747467	0.886274516582489
0.0627451017498970	0.490196079015732	0.807843148708344
0.0431372560560703	0.337254911661148	0.729411780834198
0.0235294122248888	0.203921571373940	0.647058844566345
0.0117647061124444	0.0901960805058479	0.568627476692200
0	0	0.490196079015732
0.113725490868092	0.0392156876623631	0.564705908298492
0.247058823704720	0.0901960805058479	0.635294139385223
0.392156869173050	0.152941182255745	0.709803938865662
0.541176497936249	0.223529413342476	0.780392169952393
0.698039233684540	0.305882364511490	0.854901969432831
0.850980401039124	0.400000005960465	0.925490200519562
1	0.501960813999176	1
